fecha,ventas_totales_clp
2022-11-06,631447.0
2022-11-07,467680.0
2022-11-08,530327.0
2022-11-09,583714.0
2022-11-10,574838.0
2022-11-11,757816.0
2022-11-12,760024.0
2022-11-13,735535.0
2022-11-14,429110.0
2022-11-15,469437.0
2022-11-16,541069.0
2022-11-17,546855.0
2022-11-18,630888.0
2022-11-19,729233.0
2022-11-20,709942.0
2022-11-21,444826.0
2022-11-22,611567.0
2022-11-23,560174.0
2022-11-24,581024.0
2022-11-25,621313.0
2022-11-26,737950.0
2022-11-27,786134.0
2022-11-28,425459.0
2022-11-29,619289.0
2022-11-30,486937.0
2022-12-01,781909.0
2022-12-02,835418.0
2022-12-03,821199.0
2022-12-04,864851.0
2022-12-05,556045.0
2022-12-06,693599.0
2022-12-07,708976.0
2022-12-08,635076.0
2022-12-09,674428.0
2022-12-10,959731.0
2022-12-11,844143.0
2022-12-12,623479.0
2022-12-13,625603.0
2022-12-14,607836.0
2022-12-15,788876.0
2022-12-16,661805.0
2022-12-17,872357.0
2022-12-18,958333.0
2022-12-19,598079.0
2022-12-20,609701.0
2022-12-21,721337.0
2022-12-22,637012.0
2022-12-23,782830.0
2022-12-24,910703.0
2022-12-25,822326.0
2022-12-26,561678.0
2022-12-27,703028.0
2022-12-28,651619.0
2022-12-29,768243.0
2022-12-30,809000.0
2022-12-31,933620.0
2023-01-01,540842.0
2023-01-02,381965.0
2023-01-03,353246.0
2023-01-04,453689.0
2023-01-05,452257.0
2023-01-06,431541.0
2023-01-07,593744.0
2023-01-08,565017.0
2023-01-09,389623.0
2023-01-10,395503.0
2023-01-11,457916.0
2023-01-12,486069.0
2023-01-13,455547.0
2023-01-14,601462.0
2023-01-15,512777.0
2023-01-16,318712.0
2023-01-17,418689.0
2023-01-18,405557.0
2023-01-19,456893.0
2023-01-20,495780.0
2023-01-21,519284.0
2023-01-22,545578.0
2023-01-23,376402.0
2023-01-24,408077.0
2023-01-25,459458.0
2023-01-26,437492.0
2023-01-27,473524.0
2023-01-28,522187.0
2023-01-29,543664.0
2023-01-30,323079.0
2023-01-31,422172.0
2023-02-01,393742.0
2023-02-02,441163.0
2023-02-03,448790.0
2023-02-04,576083.0
2023-02-05,500048.0
2023-02-06,353156.0
2023-02-07,375900.0
2023-02-08,366477.0
2023-02-09,435547.0
2023-02-10,395880.0
2023-02-11,471836.0
2023-02-12,437030.0
2023-02-13,344713.0
2023-02-14,325416.0
2023-02-15,351389.0
2023-02-16,405576.0
2023-02-17,431506.0
2023-02-18,480657.0
2023-02-19,491086.0
2023-02-20,349725.0
2023-02-21,362049.0
2023-02-22,335341.0
2023-02-23,366462.0
2023-02-24,428348.0
2023-02-25,473784.0
2023-02-26,488632.0
2023-02-27,317633.0
2023-02-28,317854.0
2023-03-01,406849.0
2023-03-02,417195.0
2023-03-03,442919.0
2023-03-04,543178.0
2023-03-05,519969.0
2023-03-06,336389.0
2023-03-07,420797.0
2023-03-08,455837.0
2023-03-09,392426.0
2023-03-10,514950.0
2023-03-11,534684.0
2023-03-12,507463.0
2023-03-13,399925.0
2023-03-14,358630.0
2023-03-15,365270.0
2023-03-16,465191.0
2023-03-17,427753.0
2023-03-18,623057.0
2023-03-19,604707.0
2023-03-20,375342.0
2023-03-21,364484.0
2023-03-22,369135.0
2023-03-23,397733.0
2023-03-24,499794.0
2023-03-25,606343.0
2023-03-26,619198.0
2023-03-27,317931.0
2023-03-28,409073.0
2023-03-29,438276.0
2023-03-30,510182.0
2023-03-31,500593.0
2023-04-01,648505.0
2023-04-02,554668.0
2023-04-03,444307.0
2023-04-04,434021.0
2023-04-05,542606.0
2023-04-06,522615.0
2023-04-07,511976.0
2023-04-08,589673.0
2023-04-09,576987.0
2023-04-10,383479.0
2023-04-11,406892.0
2023-04-12,534655.0
2023-04-13,466298.0
2023-04-14,516292.0
2023-04-15,598660.0
2023-04-16,518866.0
2023-04-17,455449.0
2023-04-18,516602.0
2023-04-19,539410.0
2023-04-20,435075.0
2023-04-21,554003.0
2023-04-22,557866.0
2023-04-23,569988.0
2023-04-24,356117.0
2023-04-25,459447.0
2023-04-26,429987.0
2023-04-27,496576.0
2023-04-28,478341.0
2023-04-29,658589.0
2023-04-30,552643.0
2023-05-01,444930.0
2023-05-02,447879.0
2023-05-03,482124.0
2023-05-04,469266.0
2023-05-05,597806.0
2023-05-06,651136.0
2023-05-07,629141.0
2023-05-08,427187.0
2023-05-09,390533.0
2023-05-10,517087.0
2023-05-11,458388.0
2023-05-12,619458.0
2023-05-13,688508.0
2023-05-14,684601.0
2023-05-15,435796.0
2023-05-16,476443.0
2023-05-17,436790.0
2023-05-18,466385.0
2023-05-19,552709.0
2023-05-20,693374.0
2023-05-21,659728.0
2023-05-22,374927.0
2023-05-23,477533.0
2023-05-24,497196.0
2023-05-25,560366.0
2023-05-26,617693.0
2023-05-27,578604.0
2023-05-28,523646.0
2023-05-29,395225.0
2023-05-30,475856.0
2023-05-31,466097.0
2023-06-01,526475.0
2023-06-02,487663.0
2023-06-03,708921.0
2023-06-04,646223.0
2023-06-05,361901.0
2023-06-06,482579.0
2023-06-07,518915.0
2023-06-08,541786.0
2023-06-09,625461.0
2023-06-10,699205.0
2023-06-11,630982.0
2023-06-12,430293.0
2023-06-13,510174.0
2023-06-14,541599.0
2023-06-15,471460.0
2023-06-16,521523.0
2023-06-17,732556.0
2023-06-18,534177.0
2023-06-19,440198.0
2023-06-20,440994.0
2023-06-21,457654.0
2023-06-22,428437.0
2023-06-23,544339.0
2023-06-24,608831.0
2023-06-25,622247.0
2023-06-26,369470.0
2023-06-27,466620.0
2023-06-28,486435.0
2023-06-29,454693.0
2023-06-30,501318.0
2023-07-01,581064.0
2023-07-02,616865.0
2023-07-03,324220.0
2023-07-04,469206.0
2023-07-05,500032.0
2023-07-06,507128.0
2023-07-07,549140.0
2023-07-08,606768.0
2023-07-09,558826.0
2023-07-10,338551.0
2023-07-11,397541.0
2023-07-12,476920.0
2023-07-13,442943.0
2023-07-14,481615.0
2023-07-15,596351.0
2023-07-16,604166.0
2023-07-17,333408.0
2023-07-18,376012.0
2023-07-19,476981.0
2023-07-20,436501.0
2023-07-21,574771.0
2023-07-22,596691.0
2023-07-23,644545.0
2023-07-24,401315.0
2023-07-25,477283.0
2023-07-26,433442.0
2023-07-27,534091.0
2023-07-28,560790.0
2023-07-29,549569.0
2023-07-30,593020.0
2023-07-31,335415.0
2023-08-01,370335.0
2023-08-02,511563.0
2023-08-03,411946.0
2023-08-04,565824.0
2023-08-05,551342.0
2023-08-06,595418.0
2023-08-07,344362.0
2023-08-08,452808.0
2023-08-09,466952.0
2023-08-10,545567.0
2023-08-11,538038.0
2023-08-12,627510.0
2023-08-13,600050.0
2023-08-14,371349.0
2023-08-15,391408.0
2023-08-16,467723.0
2023-08-17,491218.0
2023-08-18,568993.0
2023-08-19,626671.0
2023-08-20,495551.0
2023-08-21,428771.0
2023-08-22,488247.0
2023-08-23,417321.0
2023-08-24,546033.0
2023-08-25,457709.0
2023-08-26,690988.0
2023-08-27,587473.0
2023-08-28,434474.0
2023-08-29,369962.0
2023-08-30,417701.0
2023-08-31,518591.0
2023-09-01,557572.0
2023-09-02,582959.0
2023-09-03,608265.0
2023-09-04,443008.0
2023-09-05,495966.0
2023-09-06,508898.0
2023-09-07,445256.0
2023-09-08,507416.0
2023-09-09,557882.0
2023-09-10,673607.0
2023-09-11,358884.0
2023-09-12,472546.0
2023-09-13,469349.0
2023-09-14,516059.0
2023-09-15,511879.0
2023-09-16,561163.0
2023-09-17,688811.0
2023-09-18,345045.0
2023-09-19,500406.0
2023-09-20,515051.0
2023-09-21,447903.0
2023-09-22,616223.0
2023-09-23,629774.0
2023-09-24,624963.0
2023-09-25,419710.0
2023-09-26,395793.0
2023-09-27,503952.0
2023-09-28,446557.0
2023-09-29,512168.0
2023-09-30,570648.0
2023-10-01,572456.0
2023-10-02,494376.0
2023-10-03,563811.0
2023-10-04,561641.0
2023-10-05,493634.0
2023-10-06,559461.0
2023-10-07,712714.0
2023-10-08,670864.0
2023-10-09,416572.0
2023-10-10,527721.0
2023-10-11,595636.0
2023-10-12,532957.0
2023-10-13,576800.0
2023-10-14,628680.0
2023-10-15,720968.0
2023-10-16,427564.0
2023-10-17,467717.0
2023-10-18,457104.0
2023-10-19,535774.0
2023-10-20,592512.0
2023-10-21,766093.0
2023-10-22,600832.0
2023-10-23,414314.0
2023-10-24,427140.0
2023-10-25,508355.0
2023-10-26,536994.0
2023-10-27,646431.0
2023-10-28,803384.0
2023-10-29,569368.0
2023-10-30,427295.0
2023-10-31,502884.0
2023-11-01,499289.0
2023-11-02,543940.0
2023-11-03,737630.0
2023-11-04,682199.0
2023-11-05,637161.0
2023-11-06,441794.0
2023-11-07,580284.0
2023-11-08,615373.0
2023-11-09,663456.0
2023-11-10,751452.0
2023-11-11,797983.0
2023-11-12,731349.0
2023-11-13,547546.0
2023-11-14,559496.0
2023-11-15,632695.0
2023-11-16,639934.0
2023-11-17,664094.0
2023-11-18,871436.0
2023-11-19,677128.0
2023-11-20,469812.0
2023-11-21,482821.0
2023-11-22,588157.0
2023-11-23,524459.0
2023-11-24,675069.0
2023-11-25,725118.0
2023-11-26,774593.0
2023-11-27,501450.0
2023-11-28,557167.0
2023-11-29,593321.0
2023-11-30,650790.0
2023-12-01,821686.0
2023-12-02,897915.0
2023-12-03,874796.0
2023-12-04,593586.0
2023-12-05,695073.0
2023-12-06,633146.0
2023-12-07,608951.0
2023-12-08,692911.0
2023-12-09,912645.0
2023-12-10,892708.0
2023-12-11,605001.0
2023-12-12,568888.0
2023-12-13,612156.0
2023-12-14,804462.0
2023-12-15,700672.0
2023-12-16,837730.0
2023-12-17,899825.0
2023-12-18,491131.0
2023-12-19,677473.0
2023-12-20,631317.0
2023-12-21,622054.0
2023-12-22,693060.0
2023-12-23,914769.0
2023-12-24,935410.0
2023-12-25,477968.0
2023-12-26,679014.0
2023-12-27,637705.0
2023-12-28,677181.0
2023-12-29,769998.0
2023-12-30,972712.0
2023-12-31,776450.0
2024-01-01,403032.0
2024-01-02,364558.0
2024-01-03,461959.0
2024-01-04,468762.0
2024-01-05,475670.0
2024-01-06,563498.0
2024-01-07,608370.0
2024-01-08,405441.0
2024-01-09,443506.0
2024-01-10,399175.0
2024-01-11,482223.0
2024-01-12,484934.0
2024-01-13,583723.0
2024-01-14,491751.0
2024-01-15,313535.0
2024-01-16,397348.0
2024-01-17,448840.0
2024-01-18,396409.0
2024-01-19,499804.0
2024-01-20,552151.0
2024-01-21,538560.0
2024-01-22,381917.0
2024-01-23,408859.0
2024-01-24,474845.0
2024-01-25,475486.0
2024-01-26,483703.0
2024-01-27,558954.0
2024-01-28,468007.0
2024-01-29,333751.0
2024-01-30,347412.0
2024-01-31,455929.0
2024-02-01,351102.0
2024-02-02,395507.0
2024-02-03,485666.0
2024-02-04,532422.0
2024-02-05,309616.0
2024-02-06,330767.0
2024-02-07,405235.0
2024-02-08,433952.0
2024-02-09,480440.0
2024-02-10,537910.0
2024-02-11,551413.0
2024-02-12,342119.0
2024-02-13,335191.0
2024-02-14,423925.0
2024-02-15,351377.0
2024-02-16,452134.0
2024-02-17,580245.0
2024-02-18,500934.0
2024-02-19,300284.0
2024-02-20,344157.0
2024-02-21,379563.0
2024-02-22,365203.0
2024-02-23,396232.0
2024-02-24,567894.0
2024-02-25,477349.0
2024-02-26,343517.0
2024-02-27,382951.0
2024-02-28,357287.0
2024-02-29,419309.0
2024-03-01,449105.0
2024-03-02,585875.0
2024-03-03,469578.0
2024-03-04,361945.0
2024-03-05,386948.0
2024-03-06,368913.0
2024-03-07,487321.0
2024-03-08,439669.0
2024-03-09,657555.0
2024-03-10,529140.0
2024-03-11,383776.0
2024-03-12,448051.0
2024-03-13,423608.0
2024-03-14,387630.0
2024-03-15,547119.0
2024-03-16,540047.0
2024-03-17,584049.0
2024-03-18,314292.0
2024-03-19,406188.0
2024-03-20,463883.0
2024-03-21,428540.0
2024-03-22,428352.0
2024-03-23,582247.0
2024-03-24,512367.0
2024-03-25,393576.0
2024-03-26,396644.0
2024-03-27,474868.0
2024-03-28,499015.0
2024-03-29,566904.0
2024-03-30,549170.0
2024-03-31,557918.0
2024-04-01,394744.0
2024-04-02,486962.0
2024-04-03,478963.0
2024-04-04,490770.0
2024-04-05,480356.0
2024-04-06,563804.0
2024-04-07,592836.0
2024-04-08,385152.0
2024-04-09,387525.0
2024-04-10,438161.0
2024-04-11,533974.0
2024-04-12,529514.0
2024-04-13,629358.0
2024-04-14,686216.0
2024-04-15,394468.0
2024-04-16,456609.0
2024-04-17,409671.0
2024-04-18,469659.0
2024-04-19,542993.0
2024-04-20,704948.0
2024-04-21,670753.0
2024-04-22,447086.0
2024-04-23,497755.0
2024-04-24,472968.0
2024-04-25,467863.0
2024-04-26,578298.0
2024-04-27,588554.0
2024-04-28,647012.0
2024-04-29,392034.0
2024-04-30,433019.0
2024-05-01,404222.0
2024-05-02,530668.0
2024-05-03,582286.0
2024-05-04,632060.0
2024-05-05,527641.0
2024-05-06,433464.0
2024-05-07,460477.0
2024-05-08,500278.0
2024-05-09,538631.0
2024-05-10,556821.0
2024-05-11,636597.0
2024-05-12,652380.0
2024-05-13,345598.0
2024-05-14,506615.0
2024-05-15,515532.0
2024-05-16,484639.0
2024-05-17,503407.0
2024-05-18,689003.0
2024-05-19,595664.0
2024-05-20,396707.0
2024-05-21,395369.0
2024-05-22,512819.0
2024-05-23,539212.0
2024-05-24,541865.0
2024-05-25,575362.0
2024-05-26,535579.0
2024-05-27,380137.0
2024-05-28,444697.0
2024-05-29,470520.0
2024-05-30,453341.0
2024-05-31,587362.0
2024-06-01,738245.0
2024-06-02,542884.0
2024-06-03,367483.0
2024-06-04,434189.0
2024-06-05,487986.0
2024-06-06,566920.0
2024-06-07,508940.0
2024-06-08,626150.0
2024-06-09,551876.0
2024-06-10,421068.0
2024-06-11,432686.0
2024-06-12,476178.0
2024-06-13,486015.0
2024-06-14,595163.0
2024-06-15,563406.0
2024-06-16,654474.0
2024-06-17,343436.0
2024-06-18,432775.0
2024-06-19,503968.0
2024-06-20,495572.0
2024-06-21,577986.0
2024-06-22,603192.0
2024-06-23,610792.0
2024-06-24,379509.0
2024-06-25,408380.0
2024-06-26,503072.0
2024-06-27,510893.0
2024-06-28,601718.0
2024-06-29,658268.0
2024-06-30,565026.0
2024-07-01,355989.0
2024-07-02,396595.0
2024-07-03,516167.0
2024-07-04,493580.0
2024-07-05,566963.0
2024-07-06,667581.0
2024-07-07,508387.0
2024-07-08,364262.0
2024-07-09,455156.0
2024-07-10,407723.0
2024-07-11,436778.0
2024-07-12,518345.0
2024-07-13,596864.0
2024-07-14,538739.0
2024-07-15,356995.0
2024-07-16,366697.0
2024-07-17,499486.0
2024-07-18,525963.0
2024-07-19,487593.0
2024-07-20,561806.0
2024-07-21,648431.0
2024-07-22,337892.0
2024-07-23,377634.0
2024-07-24,436981.0
2024-07-25,525539.0
2024-07-26,568603.0
2024-07-27,691366.0
2024-07-28,625479.0
2024-07-29,388894.0
2024-07-30,467982.0
2024-07-31,487399.0
2024-08-01,433499.0
2024-08-02,537476.0
2024-08-03,672091.0
2024-08-04,527438.0
2024-08-05,372880.0
2024-08-06,449781.0
2024-08-07,447751.0
2024-08-08,531045.0
2024-08-09,490556.0
2024-08-10,706933.0
2024-08-11,617048.0
2024-08-12,364299.0
2024-08-13,393557.0
2024-08-14,386474.0
2024-08-15,465494.0
2024-08-16,499094.0
2024-08-17,592363.0
2024-08-18,606989.0
2024-08-19,342018.0
2024-08-20,481290.0
2024-08-21,388164.0
2024-08-22,417688.0
2024-08-23,468670.0
2024-08-24,544035.0
2024-08-25,485686.0
2024-08-26,406380.0
2024-08-27,447430.0
2024-08-28,483181.0
2024-08-29,538395.0
2024-08-30,454596.0
2024-08-31,694805.0
2024-09-01,532779.0
2024-09-02,414402.0
2024-09-03,495901.0
2024-09-04,404867.0
2024-09-05,551131.0
2024-09-06,575894.0
2024-09-07,691887.0
2024-09-08,529556.0
2024-09-09,434352.0
2024-09-10,473846.0
2024-09-11,474672.0
2024-09-12,573369.0
2024-09-13,561334.0
2024-09-14,602775.0
2024-09-15,675931.0
2024-09-16,353618.0
2024-09-17,389339.0
2024-09-18,457300.0
2024-09-19,528277.0
2024-09-20,507988.0
2024-09-21,666998.0
2024-09-22,607191.0
2024-09-23,403150.0
2024-09-24,385082.0
2024-09-25,545146.0
2024-09-26,507321.0
2024-09-27,487284.0
2024-09-28,716392.0
2024-09-29,542119.0
2024-09-30,354502.0
2024-10-01,530755.0
2024-10-02,569365.0
2024-10-03,494501.0
2024-10-04,565120.0
2024-10-05,738036.0
2024-10-06,689207.0
2024-10-07,459639.0
2024-10-08,439409.0
2024-10-09,514234.0
2024-10-10,598019.0
2024-10-11,691134.0
2024-10-12,783880.0
2024-10-13,585125.0
2024-10-14,443665.0
2024-10-15,511834.0
2024-10-16,594716.0
2024-10-17,584561.0
2024-10-18,536283.0
2024-10-19,744926.0
2024-10-20,695694.0
2024-10-21,386048.0
2024-10-22,463048.0
2024-10-23,526905.0
2024-10-24,527571.0
2024-10-25,624872.0
2024-10-26,750745.0
2024-10-27,667481.0
2024-10-28,462018.0
2024-10-29,487830.0
2024-10-30,567390.0
2024-10-31,630391.0
2024-11-01,630227.0
2024-11-02,744952.0
2024-11-03,680185.0
2024-11-04,420198.0
2024-11-05,574576.0
2024-11-06,600000.0
2024-11-07,576285.0
2024-11-08,631755.0
2024-11-09,892419.0
2024-11-10,645266.0
2024-11-11,439141.0
2024-11-12,530841.0
2024-11-13,559930.0
2024-11-14,623495.0
2024-11-15,676647.0
2024-11-16,783159.0
2024-11-17,665555.0
2024-11-18,484816.0
2024-11-19,573117.0
2024-11-20,606732.0
2024-11-21,641786.0
2024-11-22,720508.0
2024-11-23,808232.0
2024-11-24,814961.0
2024-11-25,470181.0
2024-11-26,463446.0
2024-11-27,580181.0
2024-11-28,642998.0
2024-11-29,680906.0
2024-11-30,802570.0
2024-12-01,963787.0
2024-12-02,588058.0
2024-12-03,627396.0
2024-12-04,572455.0
2024-12-05,648999.0
2024-12-06,703316.0
2024-12-07,824633.0
2024-12-08,904860.0
2024-12-09,553094.0
2024-12-10,651303.0
2024-12-11,662773.0
2024-12-12,746211.0
2024-12-13,843979.0
2024-12-14,845009.0
2024-12-15,843857.0
2024-12-16,556476.0
2024-12-17,676088.0
2024-12-18,663843.0
2024-12-19,769109.0
2024-12-20,737434.0
2024-12-21,800015.0
2024-12-22,895362.0
2024-12-23,533292.0
2024-12-24,624702.0
2024-12-25,601321.0
2024-12-26,597779.0
2024-12-27,800731.0
2024-12-28,977081.0
2024-12-29,889628.0
2024-12-30,544386.0
2024-12-31,660795.0
