codigo_producto,descripcion,stock_actual,dias_con_ventas,venta_promedio_diaria,dias_inventario_disponible,alerta_stock
715073335721,DETERGENTE ARIEL 500G,38.0,19,1.24,30.65,NORMAL
715073335721,DETERGENTE ARIEL 500G,54.0,24,1.48,36.44,NORMAL
715073335721,DETERGENTE ARIEL 500G,33.0,20,1.73,19.07,BAJO
715073335721,DETERGENTE ARIEL 500G,55.0,20,1.25,44.13,NORMAL
715073335721,DETERGENTE ARIEL 500G,49.0,19,1.52,32.14,NORMAL
715073335721,DETERGENTE ARIEL 500G,51.0,21,1.59,32.12,NORMAL
715073335721,DETERGENTE ARIEL 500G,41.0,20,1.78,23.01,BAJO
715073335721,DETERGENTE ARIEL 500G,49.0,17,1.46,33.57,NORMAL
715073335721,DETERGENTE ARIEL 500G,42.0,19,1.55,27.16,BAJO
715073335721,DETERGENTE ARIEL 500G,52.0,21,1.85,28.06,BAJO
715073335721,DETERGENTE ARIEL 500G,15.0,24,1.23,12.34,BAJO
715073335721,DETERGENTE ARIEL 500G,52.0,21,1.53,34.09,NORMAL
715073335721,DETERGENTE ARIEL 500G,40.0,24,1.33,30.1,NORMAL
715073335721,DETERGENTE ARIEL 500G,24.0,20,1.86,12.88,BAJO
715073335721,DETERGENTE ARIEL 500G,39.0,21,1.47,26.55,BAJO
715073335721,DETERGENTE ARIEL 500G,40.0,25,1.7,23.47,BAJO
715073335721,DETERGENTE ARIEL 500G,31.0,19,1.74,17.82,BAJO
715073335721,DETERGENTE ARIEL 500G,46.0,23,1.27,36.31,NORMAL
715073335721,DETERGENTE ARIEL 500G,49.0,21,1.32,37.04,NORMAL
715073335721,DETERGENTE ARIEL 500G,12.0,25,1.22,10.21,BAJO
715073335721,DETERGENTE ARIEL 500G,48.0,21,1.87,25.66,BAJO
715073335721,DETERGENTE ARIEL 500G,32.0,25,1.58,20.28,BAJO
715073335721,DETERGENTE ARIEL 500G,52.0,19,1.26,41.22,NORMAL
715073335721,DETERGENTE ARIEL 500G,17.0,18,1.16,15.0,BAJO
715073335721,DETERGENTE ARIEL 500G,46.0,22,1.84,24.94,BAJO
715073335721,DETERGENTE ARIEL 500G,40.0,21,1.47,27.27,BAJO
715073335721,DETERGENTE ARIEL 500G,27.0,23,1.64,16.5,BAJO
715902139323,BARRA DE CEREAL 30G,38.0,11,1.27,29.99,BAJO
715902139323,BARRA DE CEREAL 30G,40.0,11,1.47,27.29,BAJO
715902139323,BARRA DE CEREAL 30G,30.0,12,1.18,25.43,BAJO
715902139323,BARRA DE CEREAL 30G,42.0,11,1.76,23.86,BAJO
715902139323,BARRA DE CEREAL 30G,24.0,13,1.68,14.26,BAJO
715902139323,BARRA DE CEREAL 30G,29.0,9,1.59,18.27,BAJO
715902139323,BARRA DE CEREAL 30G,33.0,11,1.22,27.05,BAJO
715902139323,BARRA DE CEREAL 30G,37.0,12,1.07,34.58,NORMAL
715902139323,BARRA DE CEREAL 30G,50.0,12,1.24,40.43,NORMAL
715902139323,BARRA DE CEREAL 30G,29.0,12,1.32,21.94,BAJO
715902139323,BARRA DE CEREAL 30G,28.0,10,1.5,18.62,BAJO
715902139323,BARRA DE CEREAL 30G,51.0,10,1.13,45.03,NORMAL
715902139323,BARRA DE CEREAL 30G,47.0,12,1.74,27.02,BAJO
715902139323,BARRA DE CEREAL 30G,46.0,13,1.71,26.83,BAJO
715902139323,BARRA DE CEREAL 30G,25.0,14,1.7,14.68,BAJO
715902139323,BARRA DE CEREAL 30G,46.0,12,1.28,35.89,NORMAL
715902139323,BARRA DE CEREAL 30G,47.0,12,1.39,33.78,NORMAL
715902139323,BARRA DE CEREAL 30G,24.0,11,1.71,14.0,BAJO
715902139323,BARRA DE CEREAL 30G,36.0,10,1.33,27.06,BAJO
715902139323,BARRA DE CEREAL 30G,31.0,13,1.37,22.67,BAJO
715902139323,BARRA DE CEREAL 30G,27.0,10,1.29,20.98,BAJO
715902139323,BARRA DE CEREAL 30G,25.0,10,1.32,18.97,BAJO
715902139323,BARRA DE CEREAL 30G,32.0,11,1.3,24.7,BAJO
715902139323,BARRA DE CEREAL 30G,37.0,11,1.12,32.98,NORMAL
715902139323,BARRA DE CEREAL 30G,47.0,10,1.13,41.76,NORMAL
715902139323,BARRA DE CEREAL 30G,46.0,11,1.11,41.54,NORMAL
715902139323,BARRA DE CEREAL 30G,42.0,11,1.6,26.29,BAJO
715902139323,BARRA DE CEREAL 30G,38.0,11,1.29,29.49,BAJO
715902139323,BARRA DE CEREAL 30G,50.0,13,1.5,33.42,NORMAL
715902139323,BARRA DE CEREAL 30G,24.0,12,1.6,14.99,BAJO
715902139323,BARRA DE CEREAL 30G,24.0,13,1.37,17.57,BAJO
715902139323,BARRA DE CEREAL 30G,24.0,10,1.48,16.21,BAJO
715902139323,BARRA DE CEREAL 30G,44.0,12,1.65,26.71,BAJO
715902139323,BARRA DE CEREAL 30G,22.0,11,1.71,12.9,BAJO
715902139323,BARRA DE CEREAL 30G,25.0,13,1.22,20.51,BAJO
715902139323,BARRA DE CEREAL 30G,28.0,13,1.31,21.41,BAJO
716447097258,CHIPS DE PAPA 35G,37.0,6,2.1,17.61,BAJO
716447097258,CHIPS DE PAPA 35G,46.0,5,1.69,27.2,BAJO
716447097258,CHIPS DE PAPA 35G,25.0,7,1.96,12.78,BAJO
716447097258,CHIPS DE PAPA 35G,44.0,6,1.67,26.34,BAJO
716447097258,CHIPS DE PAPA 35G,48.0,7,2.12,22.68,BAJO
716447097258,CHIPS DE PAPA 35G,34.0,6,1.61,21.16,BAJO
716447097258,CHIPS DE PAPA 35G,56.0,7,1.31,42.59,NORMAL
716447097258,CHIPS DE PAPA 35G,31.0,6,1.65,18.84,BAJO
716447097258,CHIPS DE PAPA 35G,52.0,6,2.0,26.0,BAJO
716447097258,CHIPS DE PAPA 35G,45.0,7,1.56,28.84,BAJO
716447097258,CHIPS DE PAPA 35G,49.0,6,2.14,22.9,BAJO
716447097258,CHIPS DE PAPA 35G,55.0,5,1.91,28.81,BAJO
716447097258,CHIPS DE PAPA 35G,58.0,8,1.58,36.77,NORMAL
716447097258,CHIPS DE PAPA 35G,58.0,7,1.55,37.41,NORMAL
716447097258,CHIPS DE PAPA 35G,49.0,7,1.87,26.19,BAJO
716447097258,CHIPS DE PAPA 35G,36.0,8,1.62,22.24,BAJO
716447097258,CHIPS DE PAPA 35G,40.0,8,1.94,20.63,BAJO
716447097258,CHIPS DE PAPA 35G,27.0,6,2.04,13.23,BAJO
716447097258,CHIPS DE PAPA 35G,29.0,6,1.47,19.77,BAJO
716447097258,CHIPS DE PAPA 35G,35.0,6,2.06,16.99,BAJO
716447097258,CHIPS DE PAPA 35G,61.0,7,1.62,37.6,NORMAL
716447097258,CHIPS DE PAPA 35G,14.0,7,1.57,8.79,BAJO
716447097258,CHIPS DE PAPA 35G,29.0,6,2.05,14.16,BAJO
716447097258,CHIPS DE PAPA 35G,61.0,7,2.06,29.61,BAJO
716447097258,CHIPS DE PAPA 35G,53.0,6,1.88,28.21,BAJO
716447097258,CHIPS DE PAPA 35G,36.0,8,1.36,26.46,BAJO
716447097258,CHIPS DE PAPA 35G,56.0,7,1.43,39.16,NORMAL
716447097258,CHIPS DE PAPA 35G,39.0,6,1.7,23.0,BAJO
716447097258,CHIPS DE PAPA 35G,46.0,6,1.94,23.69,BAJO
716447097258,CHIPS DE PAPA 35G,29.0,7,1.71,16.96,BAJO
716447097258,CHIPS DE PAPA 35G,27.0,7,1.92,14.09,BAJO
716447097258,CHIPS DE PAPA 35G,32.0,8,1.62,19.74,BAJO
716447097258,CHIPS DE PAPA 35G,32.0,8,1.31,24.36,BAJO
716447097258,CHIPS DE PAPA 35G,33.0,5,1.57,21.01,BAJO
716447097258,CHIPS DE PAPA 35G,26.0,6,1.48,17.61,BAJO
716447097258,CHIPS DE PAPA 35G,32.0,6,2.14,14.98,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,63.0,3,2.13,29.59,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,15.0,3,1.6,9.42,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,31.0,3,2.12,14.64,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,64.0,3,1.74,36.88,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,54.0,3,1.63,33.16,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,27.0,3,1.52,17.73,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,33.0,4,2.06,16.03,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,62.0,3,1.42,43.65,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,19.0,4,1.45,12.85,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,30.0,4,1.8,16.69,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,65.0,3,1.78,36.56,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,58.0,4,1.86,31.14,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,61.0,4,2.15,28.32,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,58.0,3,1.54,37.63,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,35.0,3,1.96,17.88,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,47.0,4,1.51,31.21,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,44.0,3,1.47,29.96,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,28.0,4,1.73,16.18,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,52.0,3,1.68,30.9,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,39.0,4,1.48,26.4,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,28.0,3,1.51,18.51,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,30.0,3,1.86,16.11,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,45.0,3,1.5,30.01,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,43.0,4,2.1,20.51,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,51.0,3,1.71,29.74,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,55.0,4,1.98,27.75,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,38.0,4,1.48,25.69,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,40.0,3,1.42,28.25,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,65.0,3,1.89,34.44,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,46.0,4,2.13,21.65,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,60.0,3,2.08,28.89,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,45.0,3,1.96,23.02,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,63.0,4,1.52,41.38,NORMAL
723241178329,SUAVIZANTE AYUDIN 500ML,38.0,4,2.11,18.01,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,55.0,4,1.85,29.7,BAJO
723241178329,SUAVIZANTE AYUDIN 500ML,41.0,4,1.59,25.85,BAJO
723750230102,VELA AROMÁTICA,52.0,5,1.64,31.67,NORMAL
723750230102,VELA AROMÁTICA,34.0,5,1.68,20.23,BAJO
723750230102,VELA AROMÁTICA,26.0,6,1.51,17.26,BAJO
723750230102,VELA AROMÁTICA,48.0,6,1.46,32.88,NORMAL
723750230102,VELA AROMÁTICA,53.0,6,2.04,26.03,BAJO
723750230102,VELA AROMÁTICA,45.0,6,1.62,27.81,BAJO
723750230102,VELA AROMÁTICA,51.0,6,1.59,32.11,NORMAL
723750230102,VELA AROMÁTICA,34.0,6,1.84,18.47,BAJO
723750230102,VELA AROMÁTICA,26.0,6,1.98,13.13,BAJO
723750230102,VELA AROMÁTICA,62.0,7,1.87,33.1,NORMAL
723750230102,VELA AROMÁTICA,43.0,6,1.62,26.48,BAJO
723750230102,VELA AROMÁTICA,53.0,5,1.54,34.36,NORMAL
723750230102,VELA AROMÁTICA,61.0,5,1.29,47.33,NORMAL
723750230102,VELA AROMÁTICA,46.0,6,1.74,26.37,BAJO
723750230102,VELA AROMÁTICA,48.0,5,1.65,29.09,BAJO
723750230102,VELA AROMÁTICA,43.0,6,1.72,24.95,BAJO
723750230102,VELA AROMÁTICA,36.0,4,1.58,22.74,BAJO
723750230102,VELA AROMÁTICA,60.0,4,1.5,40.07,NORMAL
723750230102,VELA AROMÁTICA,30.0,6,1.4,21.38,BAJO
723750230102,VELA AROMÁTICA,47.0,6,1.33,35.25,NORMAL
723750230102,VELA AROMÁTICA,35.0,5,1.75,19.97,BAJO
723750230102,VELA AROMÁTICA,53.0,6,2.02,26.24,BAJO
723750230102,VELA AROMÁTICA,39.0,5,1.5,25.97,BAJO
723750230102,VELA AROMÁTICA,47.0,6,1.52,30.87,NORMAL
723750230102,VELA AROMÁTICA,43.0,5,1.83,23.54,BAJO
723750230102,VELA AROMÁTICA,37.0,4,1.55,23.82,BAJO
723750230102,VELA AROMÁTICA,25.0,5,1.67,14.99,BAJO
723750230102,VELA AROMÁTICA,52.0,5,1.51,34.47,NORMAL
723750230102,VELA AROMÁTICA,53.0,5,1.59,33.31,NORMAL
723750230102,VELA AROMÁTICA,47.0,7,1.29,36.54,NORMAL
723750230102,VELA AROMÁTICA,35.0,6,1.7,20.58,BAJO
723750230102,VELA AROMÁTICA,43.0,5,1.46,29.37,BAJO
723750230102,VELA AROMÁTICA,28.0,5,1.92,14.56,BAJO
723750230102,VELA AROMÁTICA,32.0,7,1.78,17.93,BAJO
723750230102,VELA AROMÁTICA,44.0,5,1.51,29.22,BAJO
723750230102,VELA AROMÁTICA,40.0,5,1.64,24.45,BAJO
724030223967,ALCOHOL GEL 100ML,31.0,13,1.61,19.24,BAJO
724030223967,ALCOHOL GEL 100ML,26.0,14,1.92,13.51,BAJO
724030223967,ALCOHOL GEL 100ML,29.0,15,1.78,16.33,BAJO
724030223967,ALCOHOL GEL 100ML,53.0,13,1.67,31.71,NORMAL
724030223967,ALCOHOL GEL 100ML,14.0,15,1.29,10.97,BAJO
724030223967,ALCOHOL GEL 100ML,49.0,16,1.23,39.91,NORMAL
724030223967,ALCOHOL GEL 100ML,32.0,16,1.38,23.17,BAJO
724030223967,ALCOHOL GEL 100ML,45.0,12,1.54,29.16,BAJO
724030223967,ALCOHOL GEL 100ML,24.0,14,1.34,17.92,BAJO
724030223967,ALCOHOL GEL 100ML,38.0,15,1.19,31.85,NORMAL
724030223967,ALCOHOL GEL 100ML,45.0,13,1.71,26.32,BAJO
724030223967,ALCOHOL GEL 100ML,30.0,15,1.71,17.55,BAJO
724030223967,ALCOHOL GEL 100ML,35.0,15,1.32,26.5,BAJO
724030223967,ALCOHOL GEL 100ML,35.0,16,1.61,21.73,BAJO
724030223967,ALCOHOL GEL 100ML,27.0,12,1.75,15.46,BAJO
724030223967,ALCOHOL GEL 100ML,32.0,11,1.49,21.48,BAJO
724030223967,ALCOHOL GEL 100ML,50.0,11,1.92,26.06,BAJO
724030223967,ALCOHOL GEL 100ML,29.0,11,1.62,17.87,BAJO
724030223967,ALCOHOL GEL 100ML,51.0,13,1.21,42.19,NORMAL
724030223967,ALCOHOL GEL 100ML,52.0,11,1.27,41.01,NORMAL
724030223967,ALCOHOL GEL 100ML,41.0,14,1.6,25.55,BAJO
724030223967,ALCOHOL GEL 100ML,37.0,12,1.48,25.04,BAJO
724030223967,ALCOHOL GEL 100ML,49.0,12,1.34,36.49,NORMAL
724030223967,ALCOHOL GEL 100ML,49.0,16,1.82,26.95,BAJO
724030223967,ALCOHOL GEL 100ML,25.0,14,1.58,15.83,BAJO
724030223967,ALCOHOL GEL 100ML,54.0,16,1.73,31.23,NORMAL
724030223967,ALCOHOL GEL 100ML,29.0,12,1.3,22.37,BAJO
724030223967,ALCOHOL GEL 100ML,29.0,14,1.89,15.34,BAJO
724030223967,ALCOHOL GEL 100ML,53.0,11,1.44,36.84,NORMAL
724030223967,ALCOHOL GEL 100ML,51.0,11,1.88,27.13,BAJO
724030223967,ALCOHOL GEL 100ML,50.0,16,1.92,25.98,BAJO
724030223967,ALCOHOL GEL 100ML,55.0,14,1.4,39.29,NORMAL
724030223967,ALCOHOL GEL 100ML,36.0,12,1.91,18.87,BAJO
724030223967,ALCOHOL GEL 100ML,25.0,15,1.54,16.2,BAJO
724030223967,ALCOHOL GEL 100ML,55.0,16,1.22,44.94,NORMAL
724030223967,ALCOHOL GEL 100ML,46.0,14,1.77,25.95,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,48.0,20,1.39,34.96,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,43.0,26,1.3,33.16,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,51.0,26,1.63,31.33,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,51.0,24,1.45,35.23,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,29.0,22,1.31,22.18,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,37.0,27,1.21,30.68,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,49.0,21,1.28,38.38,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,44.0,22,1.22,36.17,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,29.0,20,1.25,23.17,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,24.0,28,1.21,19.86,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,22.0,24,1.33,16.53,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,22.0,24,1.56,14.1,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,40.0,24,1.14,35.18,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,38.0,26,1.76,21.65,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,33.0,25,1.09,30.41,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,29.0,20,1.45,20.05,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,45.0,24,1.38,32.72,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,43.0,26,1.38,31.2,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,32.0,23,1.1,29.22,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,51.0,19,1.4,36.42,NORMAL
725515179735,ENERGIZANTE MR BUBBLE 250ML,12.0,22,1.3,9.26,BAJO
725515179735,ENERGIZANTE MR BUBBLE 250ML,26.0,21,1.69,15.37,BAJO
